Team_1,Team_1_number,Team_2,Team_2_number,Winner_team,Winner_team_number,Margin,Ground,Ground_number,Match Date,Scorecard,Match_number,Match_Type
South Africa,3,Pakistan,7,Pakistan,7,27 runs,Centurion,59079,"Feb 6, 2019",T20I # 736,1144163,T20I
New Zealand,5,India,6,India,6,7 wickets,Auckland,58792,"Feb 8, 2019",T20I # 737,1153697,T20I
New Zealand,5,India,6,New Zealand,5,4 runs,Hamilton,58831,"Feb 10, 2019",T20I # 738,1153698,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,5 wickets,Dehradun,1145946,"Feb 21, 2019",T20I # 745,1168112,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,84 runs,Dehradun,1145946,"Feb 23, 2019",T20I # 746,1168113,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,32 runs,Dehradun,1145946,"Feb 24, 2019",T20I # 747,1168114,T20I
India,6,Australia,2,Australia,2,3 wickets,Visakhapatnam,58547,"Feb 24, 2019",T20I # 748,1168247,T20I
India,6,Australia,2,Australia,2,7 wickets,Bengaluru,57897,"Feb 27, 2019",T20I # 749,1168248,T20I
West Indies,4,England,1,England,1,4 wickets,Gros Islet,59518,"Mar 5, 2019",T20I # 750,1158071,T20I
West Indies,4,England,1,England,1,137 runs,Basseterre,59421,"Mar 8, 2019",T20I # 751,1158072,T20I
West Indies,4,England,1,England,1,8 wickets,Basseterre,59421,"Mar 10, 2019",T20I # 752,1158073,T20I
South Africa,3,Sri Lanka,8,tied,,,Cape Town,59068,"Mar 19, 2019",T20I # 755,1144172,T20I
South Africa,3,Sri Lanka,8,South Africa,3,16 runs,Centurion,59079,"Mar 22, 2019",T20I # 758,1144173,T20I
South Africa,3,Sri Lanka,8,South Africa,3,45 runs,Johannesburg,59120,"Mar 24, 2019",T20I # 763,1144174,T20I
England,1,Pakistan,7,England,1,7 wickets,Cardiff,56874,"May 5, 2019",T20I # 772,1152840,T20I
Ireland,29,Zimbabwe,9,Ireland,29,9 wickets,Bready,58650,"Jul 12, 2019",T20I # 825,1168521,T20I
Ireland,29,Zimbabwe,9,Zimbabwe,9,8 wickets,Bready,58650,"Jul 14, 2019",T20I # 831,1168522,T20I
India,6,West Indies,4,India,6,4 wickets,Lauderhill,378262,"Aug 3, 2019",T20I # 842,1188621,T20I
India,6,West Indies,4,India,6,22 runs,Lauderhill,378262,"Aug 4, 2019",T20I # 843,1188622,T20I
West Indies,4,India,6,India,6,7 wickets,Providence,208544,"Aug 6, 2019",T20I # 846,1188623,T20I
Sri Lanka,8,New Zealand,5,New Zealand,5,5 wickets,Pallekele,434211,"Sep 1, 2019",T20I # 878,1192875,T20I
Sri Lanka,8,New Zealand,5,New Zealand,5,4 wickets,Pallekele,434211,"Sep 3, 2019",T20I # 879,1192876,T20I
Sri Lanka,8,New Zealand,5,Sri Lanka,8,37 runs,Pallekele,434211,"Sep 6, 2019",T20I # 880,1192877,T20I
Bangladesh,25,Zimbabwe,9,Bangladesh,25,3 wickets,Dhaka,236761,"Sep 13, 2019",T20I # 881,1197140,T20I
Afghanistan,40,Zimbabwe,9,Afghanistan,40,28 runs,Dhaka,236761,"Sep 14, 2019",T20I # 882,1197141,T20I
Bangladesh,25,Afghanistan,40,Afghanistan,40,25 runs,Dhaka,236761,"Sep 15, 2019",T20I # 883,1197142,T20I
Bangladesh,25,Zimbabwe,9,Bangladesh,25,39 runs,Chattogram,56658,"Sep 18, 2019",T20I # 886,1197143,T20I
India,6,South Africa,3,India,6,7 wickets,Mohali,57991,"Sep 18, 2019",T20I # 888,1187005,T20I
Afghanistan,40,Zimbabwe,9,Zimbabwe,9,7 wickets,Chattogram,56658,"Sep 20, 2019",T20I # 890,1197144,T20I
Bangladesh,25,Afghanistan,40,Bangladesh,25,4 wickets,Chattogram,56658,"Sep 21, 2019",T20I # 892,1197145,T20I
India,6,South Africa,3,South Africa,3,9 wickets,Bengaluru,57897,"Sep 22, 2019",T20I # 893,1187006,T20I
Pakistan,7,Sri Lanka,8,Sri Lanka,8,64 runs,Lahore,58967,"Oct 5, 2019",T20I # 914,1198489,T20I
Pakistan,7,Sri Lanka,8,Sri Lanka,8,35 runs,Lahore,58967,"Oct 7, 2019",T20I # 922,1198490,T20I
Pakistan,7,Sri Lanka,8,Sri Lanka,8,13 runs,Lahore,58967,"Oct 9, 2019",T20I # 925,1198491,T20I
Australia,2,Sri Lanka,8,Australia,2,134 runs,Adelaide,56293,"Oct 27, 2019",T20I # 978,1183524,T20I
Australia,2,Sri Lanka,8,Australia,2,9 wickets,Brisbane,56336,"Oct 30, 2019",T20I # 988,1183525,T20I
New Zealand,5,England,1,England,1,7 wickets,Christchurch,58810,"Nov 1, 2019",T20I # 992,1187665,T20I
Australia,2,Sri Lanka,8,Australia,2,7 wickets,Melbourne,56441,"Nov 1, 2019",T20I # 993,1183526,T20I
New Zealand,5,England,1,New Zealand,5,21 runs,Wellington,58899,"Nov 3, 2019",T20I # 998,1187666,T20I
Australia,2,Pakistan,7,no result,,,Sydney,56544,"Nov 3, 2019",T20I # 999,1183527,T20I
India,6,Bangladesh,25,Bangladesh,25,7 wickets,Delhi,58040,"Nov 3, 2019",T20I # 1000,1187013,T20I
New Zealand,5,England,1,New Zealand,5,14 runs,Nelson,424917,"Nov 5, 2019",T20I # 1001,1187667,T20I
Australia,2,Pakistan,7,Australia,2,7 wickets,Canberra,56370,"Nov 5, 2019",T20I # 1002,1183528,T20I
India,6,Bangladesh,25,India,6,8 wickets,Rajkot,377285,"Nov 7, 2019",T20I # 1007,1187014,T20I
New Zealand,5,England,1,England,1,76 runs,Napier,58857,"Nov 8, 2019",T20I # 1008,1187668,T20I
Australia,2,Pakistan,7,Australia,2,10 wickets,Perth,1126475,"Nov 8, 2019",T20I # 1009,1183529,T20I
New Zealand,5,England,1,tied,,,Auckland,58792,"Nov 10, 2019",T20I # 1012,1187669,T20I
India,6,Bangladesh,25,India,6,30 runs,Nagpur,375326,"Nov 10, 2019",T20I # 1014,1187015,T20I
Afghanistan,40,West Indies,4,West Indies,4,30 runs,Lucknow,1070094,"Nov 14, 2019",T20I # 1015,1193494,T20I
Afghanistan,40,West Indies,4,Afghanistan,40,41 runs,Lucknow,1070094,"Nov 16, 2019",T20I # 1016,1193495,T20I
Afghanistan,40,West Indies,4,Afghanistan,40,29 runs,Lucknow,1070094,"Nov 17, 2019",T20I # 1017,1193496,T20I
India,6,West Indies,4,India,6,6 wickets,Hyderabad (Deccan),58142,"Dec 6, 2019",T20I # 1020,1187018,T20I
India,6,West Indies,4,West Indies,4,8 wickets,Thiruvananthapuram,1120086,"Dec 8, 2019",T20I # 1022,1187019,T20I
India,6,West Indies,4,India,6,67 runs,Mumbai,58324,"Dec 11, 2019",T20I # 1024,1187020,T20I
India,6,Sri Lanka,8,no result,,,Guwahati,680295,"Jan 5, 2020",T20I # 1025,1202242,T20I
India,6,Sri Lanka,8,India,6,7 wickets,Indore,58150,"Jan 7, 2020",T20I # 1026,1202243,T20I
India,6,Sri Lanka,8,India,6,78 runs,Pune,545380,"Jan 10, 2020",T20I # 1027,1202244,T20I
West Indies,4,Ireland,29,Ireland,29,4 runs,St George's,59490,"Jan 15, 2020",T20I # 1028,1203676,T20I
West Indies,4,Ireland,29,no result,,,Basseterre,59421,"Jan 18, 2020",T20I # 1029,1203677,T20I
West Indies,4,Ireland,29,West Indies,4,9 wickets,Basseterre,59421,"Jan 19, 2020",T20I # 1030,1203678,T20I
New Zealand,5,India,6,India,6,6 wickets,Auckland,58792,"Jan 24, 2020",T20I # 1031,1187677,T20I
Pakistan,7,Bangladesh,25,Pakistan,7,5 wickets,Lahore,58967,"Jan 24, 2020",T20I # 1032,1213058,T20I
Pakistan,7,Bangladesh,25,Pakistan,7,9 wickets,Lahore,58967,"Jan 25, 2020",T20I # 1033,1213059,T20I
New Zealand,5,India,6,India,6,7 wickets,Auckland,58792,"Jan 26, 2020",T20I # 1034,1187678,T20I
New Zealand,5,India,6,tied,,,Hamilton,58831,"Jan 29, 2020",T20I # 1035,1187679,T20I
New Zealand,5,India,6,tied,,,Wellington,58899,"Jan 31, 2020",T20I # 1036,1187680,T20I
New Zealand,5,India,6,India,6,7 runs,Mount Maunganui,444258,"Feb 2, 2020",T20I # 1037,1187681,T20I
South Africa,3,England,1,South Africa,3,1 run,East London,59098,"Feb 12, 2020",T20I # 1039,1185313,T20I
South Africa,3,England,1,England,1,2 runs,Durban,59089,"Feb 14, 2020",T20I # 1041,1185314,T20I
South Africa,3,England,1,England,1,5 wickets,Centurion,59079,"Feb 16, 2020",T20I # 1043,1185315,T20I
South Africa,3,Australia,2,Australia,2,107 runs,Johannesburg,59120,"Feb 21, 2020",T20I # 1046,1185316,T20I
South Africa,3,Australia,2,South Africa,3,12 runs,Port Elizabeth,59159,"Feb 23, 2020",T20I # 1052,1185317,T20I
South Africa,3,Australia,2,Australia,2,97 runs,Cape Town,59068,"Feb 26, 2020",T20I # 1065,1185318,T20I
Sri Lanka,8,West Indies,4,West Indies,4,25 runs,Pallekele,434211,"Mar 4, 2020",T20I # 1075,1213874,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,11 runs,Greater Noida,942501,"Mar 6, 2020",T20I # 1077,1216416,T20I
Sri Lanka,8,West Indies,4,West Indies,4,7 wickets,Pallekele,434211,"Mar 6, 2020",T20I # 1078,1213875,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,21 runs,Greater Noida,942501,"Mar 8, 2020",T20I # 1079,1216417,T20I
Bangladesh,25,Zimbabwe,9,Bangladesh,25,48 runs,Dhaka,236761,"Mar 9, 2020",T20I # 1082,1214670,T20I
Afghanistan,40,Ireland,29,tied,,,Greater Noida,942501,"Mar 10, 2020",T20I # 1083,1216418,T20I
Bangladesh,25,Zimbabwe,9,Bangladesh,25,9 wickets,Dhaka,236761,"Mar 11, 2020",T20I # 1084,1214671,T20I
